timestamp,location_name,latitude,longitude,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_direction,cloud_cover,visibility,country,sunrise,sunset,timezone,temp_celsius,temp_fahrenheit,feels_like_celsius,feels_like_fahrenheit,temp_min_celsius,temp_min_fahrenheit,temp_max_celsius,temp_max_fahrenheit,wind_speed_kmh,pressure_inHg,sea_level_inHg,ground_level_inHg,visibility_km
2024-12-08T15:02:55,Le Polo,33.5731,-7.5898,Clouds,scattered clouds,03d,293.15,292.88,293.14,295.08,1023,64,1023,1011,3.09,80,40,6000,MA,2024-12-08T08:22:45,2024-12-08T18:22:22,3600,20.0,68.0,19.73,67.51,19.99,67.98,21.93,71.47,11.12,30.21,30.21,29.85,6.0
2024-12-08T15:02:55,Le Polo,33.5731,-7.5898,Clouds,scattered clouds,03d,293.15,292.88,293.14,295.08,1023,64,1023,1011,3.09,80,40,6000,MA,2024-12-08T08:22:45,2024-12-08T18:22:22,3600,20.0,68.0,19.73,67.51,19.99,67.98,21.93,71.47,11.12,30.21,30.21,29.85,6.0
