timestamp,location_name,latitude,longitude,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_direction,cloud_cover,visibility,country,sunrise,sunset,timezone
2024-12-08T15:02:55,Le Polo,33.5731,-7.5898,Clouds,scattered clouds,03d,293.15,292.88,293.14,295.08,1023,64,1023,1011,3.09,80,40,6000,MA,2024-12-08T08:22:45,2024-12-08T18:22:22,3600
2024-12-08T15:02:55,Le Polo,33.5731,-7.5898,Clouds,scattered clouds,03d,293.15,292.88,293.14,295.08,1023,64,1023,1011,3.09,80,40,6000,MA,2024-12-08T08:22:45,2024-12-08T18:22:22,3600
